"Data Source","World Development Indicators",

"Last Updated Date","2018-02-20",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Austria","AUT","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10517978668213","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.08588981628418","7.93576002120972","8.84949016571045","20.02659034729","10.2981700897217","2.392009973526","10.4230298995972","11.7967596054077","7.81863021850586","11.9895601272583","15.2012395858765","16.1174907684326","19.1301193237305","17.3181800842285","18.4841499328613","19.1532402038574","16.8731307983398","16.359790802002","15.3007097244263","15.9060297012329","14.0345697402954","11.8931903839111","8.17346000671387","6.05706977844238","7.03706979751587","","",
"Burundi","BDI","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","85.9923324584961","","","","","86.0408782958984","","84.5923004150391","83.0362396240234","80.9266891479492","75.6396713256836","71.2248077392578","67.0329513549805","64.1695175170898","59.0161781311035","55.7045707702637","","","","","56.0600891113281","","","","","","","63.2001190185547","55.5627593994141","56.5531005859375","52.8785018920898","49.8419494628906","46.624080657959","29.3995494842529","22.6405391693115","12.5531301498413","13.4257402420044","8.50619983673096","","","10.0955400466919","3.38514995574951","4.48538017272949","","",
"Belgium","BEL","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","2.45510005950928","","0.530260026454926","0.0432300008833408","1.22256004810333","1.63492000102997","4.5673999786377","5.37681007385254","6.00443983078003","4.98398017883301","3.73096990585327","2.6742799282074","","","3.1109299659729","4.69960021972656","3.09243011474609","3.7534499168396","3.74310994148254","3.20690989494324","","","0.962379992008209","0.706740021705627","0.831520020961761","0.758369982242584","1.64386999607086","2.99822998046875","3.14135003089905","2.61190009117126","1.42843997478485","0.754059970378876","0.777469992637634","1.01979994773865","0.952139973640442","0.676249980926514","0.607569992542267","0.793320000171661","0.67221999168396","","",
"Benin","BEN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","67.5859069824219","66.9396514892578","67.8850708007813","","67.9565200805664","67.4951019287109","73.5195693969727","","67.7662811279297","64.5600433349609","62.2685203552246","59.7803688049316","57.2283210754395","53.6779518127441","","","","","","","","","24.4609203338623","","19.5986595153809","13.3805704116821","","11.8047895431519","","","","","","",
"Burkina Faso","BFA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","92.5684814453125","92.1110916137695","","","","","90.6581420898438","90.3257827758789","89.9136123657227","89.1952209472656","88.5116500854492","87.4941635131836","86.3458633422852","85.4862289428711","83.9797821044922","82.3278198242188","81.20654296875","80.7088623046875","80.2572479248047","","78.6332626342773","78.165901184082","77.2994689941406","76.3265762329102","75.0576095581055","","","71.7040023803711","70.9767074584961","69.6327819824219","68.4462585449219","68.9396820068359","66.5881576538086","64.1426010131836","59.318489074707","55.4809112548828","50.0564308166504","43.5586814880371","40.1414489746094","42.5840911865234","37.7171401977539","36.2605895996094","35.0661201477051","33.8400497436523","32.1369285583496","","",
"Bangladesh","BGD","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","66.0621109008789","","","50.7454490661621","","","","46.9938812255859","47.3478088378906","","","44.6931686401367","","51.2713012695313","48.0335006713867","49.8818702697754","50.5862884521484","51.5092086791992","37.7737884521484","37.4800682067871","33.3767890930176","","","","","","","","","","","","","","","1.87715005874634","0.870809972286224","","5.93527984619141","2.14397001266479","0.0167699996381998","","","","","","","",
"Bulgaria","BGR","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.95643997192383","5.54094982147217","3.67003011703491","2.75396990776062","2.9172101020813","2.50126004219055","2.92799997329712","2.83496999740601","3.25161004066467","6.28933000564575","7.80314016342163","4.33959007263184","1.97362995147705","0.271420001983643","0.264059990644455","1.01902997493744","2.77687001228333","3.23105001449585","3.37540006637573","5.16069984436035","","",
"Bahrain","BHR","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","32.7709007263184","29.3429698944092","27.5599594116211","27.4594993591309","24.0924396514893","26.1636009216309","26.4269504547119","27.2371006011963","25.0255298614502","21.8618698120117","21.521089553833","23.075569152832","19.3225708007813","14.5087699890137","8.63959980010986","4.129469871521","3.95823001861572","2.11056995391846","1.20296001434326","","","2.03876996040344","1.19374001026154","0.984189987182617","0.0671999976038933","","","","0.178139999508858","0.185550004243851","2.40559005737305","3.52741003036499","4.20316982269287","4.89452981948853","7.70819997787476","5.03831005096436","","","","","7.01128005981445","6.43537998199463","5.69618988037109","3.6793200969696","1.5198700428009","","",
"Bahamas, The","BHS","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.1481800079346","10.2223997116089","","","","","","9.44585990905762","","","","","4.92679977416992","0.363660007715225","1.61281001567841","","0.368229985237122","1.04610002040863","","","","","","","","",
"Bosnia and Herzegovina","BIH","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.0264501571655","","","","","","","","","","","","","","8.34560012817383","8.67910957336426","9.02863025665283","5.78771018981934","6.00366020202637","5.85357999801636","3.57716989517212","","",
"Belize","BLZ","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.10554003715515","4.15077018737793","6.65228986740112","","5.36386013031006","3.82610011100769","4.89727020263672","3.89777994155884","4.08253002166748","3.92405009269714","3.07027006149292","1.85894000530243","2.94797992706299","0.192550003528595","1.35176002979279","1.51350998878479","1.26425004005432","","",
"Bermuda","BMU","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","18.9666194915771","21.0802001953125","","","","","6.37255001068115","5.0271201133728","","","","","","","","","","","","","","","","","","","","","","","","","","11.6435499191284","18.4966201782227","","","","","",
"Bolivia","BOL","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.52835988998413","5.2021598815918","4.3538498878479","3.92667007446289","3.68977999687195","2.96341991424561","2.91736006736755","2.95820999145508","2.98790001869202","3.30819010734558","5.14757013320923","2.23882007598877","4.6299901008606","6.86255979537964","10.4337596893311","6.30174016952515","11.4500303268433","10.8024196624756","","",
"Brazil","BRA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.4860200881958","2.74015998840332","","6.29429006576538","2.09929990768433","2.46698999404907","","4.59788990020752","2.45357990264893","6.08767986297607","4.75263977050781","4.53545999526978","","",
"Barbados","BRB","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","14.4624795913696","13.1135902404785","11.5343198776245","","","1.85136997699738","","","","","4.69383001327515","6.8073902130127","6.64111995697021","","","","","","0.197209998965263","3.33577990531921","","10.7645101547241","","","","","","","3.08430004119873","4.41483020782471","5.50672006607056","8.189040184021","8.614990234375","10.1765003204346","9.76165008544922","8.12660980224609","4.33374977111816","2.92201995849609","5.33370018005371","4.12641000747681","5.94370985031128","","","7.525710105896","","","",
"Brunei Darussalam","BRN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","10.6163597106934","9.58395004272461","18.489860534668","18.0948905944824","20.4131107330322","21.9547595977783","20.9092102050781","20.6642093658447","","19.2063694000244","","","","","9.62110996246338","6.47974014282227","2.45141005516052","2.44085001945496","","","","","","","","","","","","","","","","","","","","","","","",
"Bhutan","BTN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","86.3242416381836","83.9615325927734","","","","","","","","","","","","","","","","","","","48.9398918151855","47.3898582458496","43.8226089477539","40.1333198547363","","","","26.9220409393311","22.764310836792","","16.7110691070557","12.0547504425049","9.82610988616943","9.27163982391357","7.86945009231567","9.58012962341309","9.74034023284912","","","",
"Botswana","BWA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","52.5906715393066","55.3924713134766","53.4096412658691","49.5994987487793","45.0166702270508","37.6962013244629","32.700611114502","28.0720691680908","27.0153408050537","25.2639503479004","20.8875598907471","16.5480709075928","","13.351149559021","13.5453701019287","12.1175899505615","12.006290435791","11.3544998168945","10.7739000320435","10.6451997756958","10.8603601455688","8.73966979980469","9.90769004821777","11.0082197189331","11.4905099868774","20.8570594787598","20.5452003479004","","17.3418807983398","17.8737297058105","16.3689193725586","14.387619972229","14.014349937439","13.6723604202271","14.3288602828979","13.8525295257568","13.2691202163696","14.077130317688","14.6442403793335","14.3356304168701","","","8.40054035186768","7.9853401184082","","","","",
"Central African Republic","CAF","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","66.0285186767578","63.9717597961426","61.4721488952637","","","","62.5559616088867","62.8657684326172","","","58.7973594665527","58.0254402160645","58.7396011352539","","","51.5347290039063","60.4374198913574","61.8986701965332","61.5163307189941","54.4524612426758","57.3588218688965","","","","","","","","","","","","","","59.191520690918","59.1113815307617","52.339298248291","43.4830093383789","43.017261505127","40.3826904296875","41.4477005004883","37.6312103271484","","","","","",
"Canada","CAN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","4.49109983444214","4.95860004425049","5.59943008422852","5.61497020721436","5.20271015167236","5.19574022293091","5.17189979553223","5.53000020980835","4.37895011901855","2.37263989448547","2.61981010437012","4.6392297744751","5.58613014221191","6.39757013320923","5.49649000167847","","1.5409699678421","0.147860005497932","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.38018989562988","3.8761899471283","4.41758012771606","4.34097003936768","4.20515012741089","4.1457200050354","4.08044004440308","4.27193021774292","4.56954002380371","4.55999994277954","3.81175994873047","3.42726993560791","3.23887991905212","2.99697995185852","3.38837003707886","3.66398000717163","4.02689981460571","4.12157011032104","","","",
"Switzerland","CHE","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","23.3736095428467","22.8700504302979","","","22.277250289917","22.3913402557373","22.5826396942139","22.9980297088623","23.1521701812744","22.7892303466797","21.5100498199463","19.7557697296143","17.8898506164551","16.1709594726563","15.2956199645996","15.2295999526978","15.7633399963379","16.5140209197998","11.262809753418","9.22163963317871","","","0.306679993867874","0.302520006895065","0.241909995675087","0.215639993548393","0.185159996151924","0.757570028305054","1.59321999549866","2.01730990409851","1.90051996707916","1.14792001247406","0.713349997997284","0.669550001621246","0.455370008945465","0.38102999329567","0.11048000305891","0.122179999947548","0.140939995646477","","",
"Channel Islands","CHI","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.9444100856781","3.47880005836487","5.63280010223389","5.08454990386963","6.4609899520874","6.97424983978271","7.51909017562866","6.99374008178711","5.71463012695313","","",
"China","CHN","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.5656795501709","","","","","5.60510015487671","6.62025022506714","7.97416019439697","9.27538013458252","10.1516799926758","","","","","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","62.1820297241211","","","","","","","","","","","","","","","","","","","53.3282585144043","52.3228492736816","","50.2242698669434","51.7236213684082","47.5692100524902","48.229621887207","49.442138671875","","","","","","48.3943099975586","","","","32.3261184692383","29.2211093902588","25.2882995605469","","",
"Cameroon","CMR","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","45.5729598999023","45.5231704711914","47.1217803955078","48.0019989013672","42.4346618652344","40.7487602233887","41.5962295532227","40.4821815490723","39.2949600219727","38.8927192687988","","","","","","","","32.2908782958984","","32.9461402893066","34.5831909179688","","","","","","","","","","","","","","","","","","","","18.1209697723389","11.4785299301147","","10.1921396255493","9.40038013458252","","",
"Congo, Dem. Rep.","COD","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","45.7066688537598","46.5291709899902","","","42.2196311950684","","","","39.883960723877","","","","35.8021812438965","34.5546607971191","","","","43.601318359375","","","46.5788993835449","47.7071304321289","48.5540390014648","48.586368560791","45.5606498718262","","","","65.5124206542969","","","","","","","","","","","","","","","","","","",
"Congo, Rep.","COG","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","22.2900295257568","","15.7440299987793","","10.8455295562744","","5.89507007598877","5.37610006332397","12.1117296218872","13.0643100738525","12.2934799194336","11.3999900817871","10.6048803329468","","","","","","","","","","","","","","","","","","","","","41.829948425293","45.9410018920898","","","","12.3901100158691","","3.23864006996155","","","","","",
"Colombia","COL","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","33.3293685913086","","","","","27.2228908538818","","","","","","","","3.0459098815918","2.47463989257813","6.26074981689453","6.08756017684937","","2.37547993659973","2.31205010414124","3.35072994232178","3.79267001152039","3.62677001953125","3.20158004760742","2.9590699672699","2.76524996757507","5.68585014343262","6.81524991989136","7.5324501991272","6.55580997467041","","",
"Comoros","COM","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.1528587341309","","","","","","","39.1246681213379","","","","","44.7000999450684","38.4540100097656","","","","","","","24.6207695007324","","","","","","17.0390605926514","20.1157894134521","","","",
"Cabo Verde","CPV","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","11.7658700942993","13.6658096313477","17.0954608917236","9.23480987548828","6.4720401763916","4.77565002441406","2.77180004119873","","","","","","","","","","","","","1.90813994407654","4.46648979187012","4.6249098777771","5.33225011825562","6.58939981460571","7.12371015548706","7.58524990081787","7.82552003860474","7.92004013061523","6.84673023223877","4.70883989334106","3.245609998703","1.52040004730225","1.19096994400024","1.58937001228333","2.63882994651794","","",
"Costa Rica","CRI","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","12.8853101730347","","10.7101497650146","10.0707502365112","","9.65071964263916","8.06212043762207","","9.95893001556396","11.2054595947266","10.8567695617676","10.2399396896362","11.6344499588013","","","14.0004901885986","12.7147102355957","12.5004596710205","","12.2084302902222","12.0438404083252","11.3336200714111","","","","","","","","","","","","","","","","","","","","0.440120011568069","0.391000002622604","1.31634998321533","3.64253997802734","3.52205991744995","","",
"Caribbean small states","CSS","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","6.32129001617432","5.92765998840332","5.72686004638672","6.17069005966187","4.97252988815308","7.21188020706177","8.19231986999512","5.9870400428772","5.76922988891602","5.7502498626709","7.26779985427856","6.88423013687134","5.96444988250732","5.56192016601563","5.980299949646","6.23762989044189","6.11381006240845","4.91763019561768","4.78751993179321","2.87414002418518","4.43884992599487","6.44317007064819","6.73769998550415","7.4719500541687","7.28022003173828","6.99580001831055","6.77386999130249","7.01728010177612","6.29272985458374","6.26618003845215","6.24112987518311","7.13040018081665","7.74718999862671","7.97243976593018","6.38851022720337","6.48243999481201","6.97828006744385","6.85640001296997","6.08629989624023","6.87958002090454","6.32034015655518","6.24705982208252","6.59225988388062","7.2751898765564","","","","",
"Cuba","CUB","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","6.21345996856689","4.99837017059326","4.19789981842041","","","","","1.92850995063782","3.00549006462097","4.80402994155884","5.81334018707275","5.93253993988037","6.86818981170654","8.94476985931396","8.73587036132813","7.3244800567627","7.77807998657227","7.58119010925293","7.49720001220703","7.8085298538208","5.42933988571167","4.7105598449707","2.4816300868988","2.51748991012573","1.03980994224548","1.34467995166779","1.48084998130798","1.39724004268646","2.08320999145508","2.80039000511169","2.88625001907349","4.8087100982666","5.1201000213623","4.93856000900269","4.39459991455078","2.79128003120422","1.83062994480133","","0","1.05798995494843","2.61625003814697","3.37207007408142","6.39211988449097","7.62494993209839","","",
"Curacao","CUW","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","20.4306392669678","21.7848205566406","21.9555797576904","22.9095001220703","29.0091495513916","31.2202091217041","31.888500213623","30.9810009002686","30.0002994537354","30.7846794128418","28.4821605682373","31.5667095184326","31.9448394775391","31.903299331665","31.0501899719238","26.4947395324707","22.5155601501465","21.239839553833","21.045280456543","21.2195892333984","20.8492908477783","22.8048496246338","2.33119010925293","3.22094011306763","3.86853003501892","4.14282989501953","3.62397003173828","","2.41612005233765","1.59502995014191","2.18323993682861","1.21913003921509","1.18019998073578","1.30563998222351","0.2535699903965","0.483069986104965","0.75805002450943","1.33024001121521","1.15314996242523","0.535189986228943","0.757099986076355","1.65439999103546","2.06695008277893","2.20739006996155","1.84089004993439","","",
"Czech Republic","CZE","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","78.4988403320313","77.5058288574219","77.5774917602539","77.3250427246094","76.9010391235352","76.0108871459961","","75.2854537963867","76.8680572509766","76.3974380493164","75.7201614379883","76.4244995117188","77.4528579711914","","78.2850723266602","77.6211013793945","75.3422622680664","73.7593994140625","","69.3395309448242","66.9787063598633","63.3221092224121","58.4919509887695","53.3197288513184","53.5273895263672","","45.3813514709473","","46.3035888671875","40.0950317382813","46.02294921875","","",
"Dominica","DMA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","6.5672402381897","5.42754983901978","","9.75578022003174","12.9410200119019","11.0276403427124","11.7205095291138","","","","","","","","","","","","","","","","","","","","","","0.210130006074905","2.96343994140625","4.08804988861084","10.8980398178101","10.5675096511841","1.2323499917984","","","","","","","","",
"Denmark","DNK","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","4.34200000762939","3.54338002204895","1.79095995426178","1.02137994766235","0.921859979629517","1.31809997558594","0.964540004730225","0.802709996700287","2.00352001190186","2.10846996307373","1.63622999191284","2.62641000747681","3.13556003570557","1.38865995407104","1.51446998119354","1.86266994476318","","","1.71674001216888","1.30028998851776","","","","1.07937002182007","3.11066007614136","2.64820003509521","2.08217000961304","2.25918006896973","2.36877989768982","2.60886001586914","1.63625001907349","1.25555002689362","0.985360026359558","1.305379986763","1.1645200252533","","",
"Dominican Republic","DOM","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.5278100967407","14.6562700271606","","11.4391498565674","14.9868402481079","16.5640602111816","14.9467802047729","15.8038597106934","10.4783296585083","14.0788402557373","9.15100955963135","10.4566097259521","9.95516967773438","11.657509803772","12.5057802200317","14.655909538269","11.6784000396729","","",
"Algeria","DZA","Children out of school, female (% of female primary school age)","SE.PRM.UNER.FE.ZS","","","","","","","","","","","","","","44.515251159668","41.1518211364746","38.689811706543","36.4814796447754","34.2914505004883","32.6003913879395","31.8960494995117","30.5617198944092","30.0110301971436","30.0300197601318","30.1829891204834","28.9205894470215","28.047119140625","26.3179397583008","24.5904197692871","23.1673603057861","21.7421092987061","20.9182796478271","18.8412303924561","17.2983798980713","17.2201995849609","16.6949806213379","16.0948009490967","16.0298309326172","16.1368999481201","","12.2157897949219","11.1084403991699","8.91843032836914","7.38804006576538","6.69998979568481","5.88192987442017","5.57456016540527","5.40962982177734","5.04747009277344","3.56676006317139","","","","","","","","","",
